
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
648,,Surface,3,Image 1,1,0,
866,,Surface,3,Image 1,1,1,
918,,Surface,3,Image 1,1,2,
156,,Surface,3,Image 1,1,3,
174,,Surface,3,Image 1,1,4,
168,,Surface,3,Image 1,1,5,
1274,,Surface,3,Image 1,1,6,
987,,Surface,3,Image 1,1,7,
1178,,Surface,3,Image 1,1,8,
451,,Surface,3,Image 1,1,9,
340,,Surface,3,Image 1,1,10,
494,,Surface,3,Image 1,1,11,
49,,Surface,3,Image 1,1,12,
711,,Surface,3,Image 1,1,13,
126,,Surface,3,Image 1,1,14,
95,,Surface,3,Image 1,1,15,
240,,Surface,3,Image 1,1,16,
170,,Surface,3,Image 1,1,17,
98,,Surface,3,Image 1,1,18,
756,,Surface,3,Image 1,1,19,
