
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
440.131,um,Surface,Distance from Origin,1,0,
406.603,um,Surface,Distance from Origin,1,1,
423.587,um,Surface,Distance from Origin,1,2,
394.845,um,Surface,Distance from Origin,1,3,
350.471,um,Surface,Distance from Origin,1,4,
346.995,um,Surface,Distance from Origin,1,5,
310.828,um,Surface,Distance from Origin,1,6,
359.614,um,Surface,Distance from Origin,1,7,
269.429,um,Surface,Distance from Origin,1,8,
291.078,um,Surface,Distance from Origin,1,9,
244.306,um,Surface,Distance from Origin,1,10,
285.335,um,Surface,Distance from Origin,1,11,
230.805,um,Surface,Distance from Origin,1,12,
194.576,um,Surface,Distance from Origin,1,13,
194.986,um,Surface,Distance from Origin,1,14,
146.268,um,Surface,Distance from Origin,1,15,
143.153,um,Surface,Distance from Origin,1,16,
133.048,um,Surface,Distance from Origin,1,17,
120.075,um,Surface,Distance from Origin,1,18,
25.7184,um,Surface,Distance from Origin,1,19,
