
Intensity Max Ch=7 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
63269,,Surface,7,Image 1,1,0,
46969,,Surface,7,Image 1,1,1,
21608,,Surface,7,Image 1,1,2,
45697,,Surface,7,Image 1,1,3,
65535,,Surface,7,Image 1,1,4,
47388,,Surface,7,Image 1,1,5,
55445,,Surface,7,Image 1,1,6,
31942,,Surface,7,Image 1,1,7,
22791,,Surface,7,Image 1,1,8,
57801,,Surface,7,Image 1,1,9,
65535,,Surface,7,Image 1,1,10,
45194,,Surface,7,Image 1,1,11,
62048,,Surface,7,Image 1,1,12,
29176,,Surface,7,Image 1,1,13,
65535,,Surface,7,Image 1,1,14,
13174,,Surface,7,Image 1,1,15,
14927,,Surface,7,Image 1,1,16,
65265,,Surface,7,Image 1,1,17,
65535,,Surface,7,Image 1,1,18,
14694,,Surface,7,Image 1,1,19,
