
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
338.32,280.829,19.7591,um,Surface,Position,1,0,
305.613,267.719,15.9063,um,Surface,Position,1,1,
248.468,342.498,19.6209,um,Surface,Position,1,2,
182.892,349.181,22.9238,um,Surface,Position,1,3,
307.754,166.531,19.6189,um,Surface,Position,1,4,
271.248,215.852,15.4367,um,Surface,Position,1,5,
253.872,178.518,17.1542,um,Surface,Position,1,6,
148.918,326.977,15.2245,um,Surface,Position,1,7,
216.679,159.546,13.6924,um,Surface,Position,1,8,
118.559,265.338,16.3091,um,Surface,Position,1,9,
147.615,193.967,16.496,um,Surface,Position,1,10,
67.687,276.771,15.2471,um,Surface,Position,1,11,
98.4326,207.964,18.2458,um,Surface,Position,1,12,
73.0926,179.7,15.013,um,Surface,Position,1,13,
181.285,70.559,13.2833,um,Surface,Position,1,14,
119,82.9316,18.8543,um,Surface,Position,1,15,
75.7357,119.881,19.633,um,Surface,Position,1,16,
21.2269,130.505,14.8227,um,Surface,Position,1,17,
115.041,31.9968,12.643,um,Surface,Position,1,18,
4.92227,21.548,13.1489,um,Surface,Position,1,19,
