
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
67,,Surface,2,Image 1,1,0,
91,,Surface,2,Image 1,1,1,
72,,Surface,2,Image 1,1,2,
22,,Surface,2,Image 1,1,3,
40,,Surface,2,Image 1,1,4,
44,,Surface,2,Image 1,1,5,
127,,Surface,2,Image 1,1,6,
30,,Surface,2,Image 1,1,7,
28,,Surface,2,Image 1,1,8,
73,,Surface,2,Image 1,1,9,
20,,Surface,2,Image 1,1,10,
50,,Surface,2,Image 1,1,11,
18,,Surface,2,Image 1,1,12,
35,,Surface,2,Image 1,1,13,
26,,Surface,2,Image 1,1,14,
79,,Surface,2,Image 1,1,15,
52,,Surface,2,Image 1,1,16,
33,,Surface,2,Image 1,1,17,
9,,Surface,2,Image 1,1,18,
33,,Surface,2,Image 1,1,19,
39,,Surface,2,Image 1,1,20,
