
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.389594,,Surface,1,0,
0.222984,,Surface,1,1,
0.267272,,Surface,1,2,
0.134953,,Surface,1,3,
0.706959,,Surface,1,4,
0.252974,,Surface,1,5,
0.128543,,Surface,1,6,
0.104916,,Surface,1,7,
0.15247,,Surface,1,8,
0.352161,,Surface,1,9,
0.232439,,Surface,1,10,
0.0789362,,Surface,1,11,
0.223976,,Surface,1,12,
0.12727,,Surface,1,13,
0.455889,,Surface,1,14,
0.145027,,Surface,1,15,
0.138819,,Surface,1,16,
0.219246,,Surface,1,17,
0.33301,,Surface,1,18,
0.172574,,Surface,1,19,
0.168598,,Surface,1,20,
