
Intensity Mean Ch=5 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
409.126,,Surface,5,Image 1,1,0,
1094.97,,Surface,5,Image 1,1,1,
2091.28,,Surface,5,Image 1,1,2,
2008.56,,Surface,5,Image 1,1,3,
523.215,,Surface,5,Image 1,1,4,
1248.34,,Surface,5,Image 1,1,5,
779.548,,Surface,5,Image 1,1,6,
782.677,,Surface,5,Image 1,1,7,
397.773,,Surface,5,Image 1,1,8,
1424.1,,Surface,5,Image 1,1,9,
508.96,,Surface,5,Image 1,1,10,
373.622,,Surface,5,Image 1,1,11,
1298.07,,Surface,5,Image 1,1,12,
1467.02,,Surface,5,Image 1,1,13,
406.726,,Surface,5,Image 1,1,14,
5139.51,,Surface,5,Image 1,1,15,
1900.78,,Surface,5,Image 1,1,16,
1038.9,,Surface,5,Image 1,1,17,
1288.04,,Surface,5,Image 1,1,18,
2556.37,,Surface,5,Image 1,1,19,
2465.74,,Surface,5,Image 1,1,20,
