
Intensity StdDev Ch=5 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
1754.65,,Surface,5,Image 1,1,0,
2390.33,,Surface,5,Image 1,1,1,
4865.88,,Surface,5,Image 1,1,2,
3981.46,,Surface,5,Image 1,1,3,
854.669,,Surface,5,Image 1,1,4,
2978.37,,Surface,5,Image 1,1,5,
2205.49,,Surface,5,Image 1,1,6,
2794.87,,Surface,5,Image 1,1,7,
890.832,,Surface,5,Image 1,1,8,
4104.39,,Surface,5,Image 1,1,9,
1770.25,,Surface,5,Image 1,1,10,
756.392,,Surface,5,Image 1,1,11,
3724.54,,Surface,5,Image 1,1,12,
3955.52,,Surface,5,Image 1,1,13,
1146.1,,Surface,5,Image 1,1,14,
7781.18,,Surface,5,Image 1,1,15,
4973.89,,Surface,5,Image 1,1,16,
2860.26,,Surface,5,Image 1,1,17,
3366.29,,Surface,5,Image 1,1,18,
5048.75,,Surface,5,Image 1,1,19,
5350.08,,Surface,5,Image 1,1,20,
