
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
0,um,Surface,Image 1,1,0,
1.41098,um,Surface,Image 1,1,1,
56.5196,um,Surface,Image 1,1,2,
58.9578,um,Surface,Image 1,1,3,
0,um,Surface,Image 1,1,4,
85.4533,um,Surface,Image 1,1,5,
115.979,um,Surface,Image 1,1,6,
0,um,Surface,Image 1,1,7,
2.73526,um,Surface,Image 1,1,8,
111.168,um,Surface,Image 1,1,9,
124.805,um,Surface,Image 1,1,10,
125.532,um,Surface,Image 1,1,11,
2.10734,um,Surface,Image 1,1,12,
42.8447,um,Surface,Image 1,1,13,
10.0818,um,Surface,Image 1,1,14,
20.6828,um,Surface,Image 1,1,15,
58.5626,um,Surface,Image 1,1,16,
81.1741,um,Surface,Image 1,1,17,
0,um,Surface,Image 1,1,18,
0,um,Surface,Image 1,1,19,
8.00108,um,Surface,Image 1,1,20,
