
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
432.326,um,Surface,Distance from Origin,1,0,
378.47,um,Surface,Distance from Origin,1,1,
362.752,um,Surface,Distance from Origin,1,2,
362.1,um,Surface,Distance from Origin,1,3,
290.672,um,Surface,Distance from Origin,1,4,
273.593,um,Surface,Distance from Origin,1,5,
268.967,um,Surface,Distance from Origin,1,6,
239.889,um,Surface,Distance from Origin,1,7,
331.872,um,Surface,Distance from Origin,1,8,
253.839,um,Surface,Distance from Origin,1,9,
177.083,um,Surface,Distance from Origin,1,10,
198.895,um,Surface,Distance from Origin,1,11,
217.351,um,Surface,Distance from Origin,1,12,
177.693,um,Surface,Distance from Origin,1,13,
