
Intensity StdDev Ch=8 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
199.344,,Surface,8,Image 1,1,0,
1019.71,,Surface,8,Image 1,1,1,
1355.83,,Surface,8,Image 1,1,2,
0,,Surface,8,Image 1,1,3,
916.018,,Surface,8,Image 1,1,4,
0,,Surface,8,Image 1,1,5,
392.547,,Surface,8,Image 1,1,6,
0,,Surface,8,Image 1,1,7,
524.277,,Surface,8,Image 1,1,8,
0,,Surface,8,Image 1,1,9,
482.242,,Surface,8,Image 1,1,10,
1988.71,,Surface,8,Image 1,1,11,
1416.11,,Surface,8,Image 1,1,12,
247.168,,Surface,8,Image 1,1,13,
