
Intensity StdDev Ch=6 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
1085.59,,Surface,6,Image 1,1,0,
1747.54,,Surface,6,Image 1,1,1,
3221.25,,Surface,6,Image 1,1,2,
1077.69,,Surface,6,Image 1,1,3,
1749.69,,Surface,6,Image 1,1,4,
1052.77,,Surface,6,Image 1,1,5,
1595.36,,Surface,6,Image 1,1,6,
864.077,,Surface,6,Image 1,1,7,
2202.55,,Surface,6,Image 1,1,8,
2354.83,,Surface,6,Image 1,1,9,
2653.19,,Surface,6,Image 1,1,10,
2263.1,,Surface,6,Image 1,1,11,
2448.42,,Surface,6,Image 1,1,12,
1939.61,,Surface,6,Image 1,1,13,
