
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
1144,,Surface,3,Image 1,1,0,
1130,,Surface,3,Image 1,1,1,
1075,,Surface,3,Image 1,1,2,
1002,,Surface,3,Image 1,1,3,
927,,Surface,3,Image 1,1,4,
285,,Surface,3,Image 1,1,5,
582,,Surface,3,Image 1,1,6,
573,,Surface,3,Image 1,1,7,
1584,,Surface,3,Image 1,1,8,
1512,,Surface,3,Image 1,1,9,
1311,,Surface,3,Image 1,1,10,
553,,Surface,3,Image 1,1,11,
764,,Surface,3,Image 1,1,12,
583,,Surface,3,Image 1,1,13,
