
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
271.882,323.817,9.66221,um,Surface,Position,1,0,
205.35,336.718,11.479,um,Surface,Position,1,1,
285.915,163.613,11.9669,um,Surface,Position,1,2,
87.6803,344.46,15.4198,um,Surface,Position,1,3,
222.802,247.617,11.8952,um,Surface,Position,1,4,
293.941,123.208,15.7683,um,Surface,Position,1,5,
33.9799,349.8,17.2999,um,Surface,Position,1,6,
119.474,291.62,15.2718,um,Surface,Position,1,7,
170.05,200.37,9.73354,um,Surface,Position,1,8,
253.996,106.267,10.3403,um,Surface,Position,1,9,
156.069,145.279,13.3993,um,Surface,Position,1,10,
185.643,84.2864,11.0999,um,Surface,Position,1,11,
81.8467,172.579,14.3539,um,Surface,Position,1,12,
157.548,34.3123,17.0043,um,Surface,Position,1,13,
