
Intensity Sum Ch=2 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
5.31905e+07,,Surface,2,Image 1,1,0,
9.49604e+07,,Surface,2,Image 1,1,1,
9.56576e+07,,Surface,2,Image 1,1,2,
2.49465e+08,,Surface,2,Image 1,1,3,
3.29982e+08,,Surface,2,Image 1,1,4,
9.07708e+07,,Surface,2,Image 1,1,5,
4.19075e+07,,Surface,2,Image 1,1,6,
5.27725e+07,,Surface,2,Image 1,1,7,
5.45021e+08,,Surface,2,Image 1,1,8,
3.67558e+08,,Surface,2,Image 1,1,9,
1.88645e+08,,Surface,2,Image 1,1,10,
8.7424e+08,,Surface,2,Image 1,1,11,
7.47275e+07,,Surface,2,Image 1,1,12,
4.22955e+08,,Surface,2,Image 1,1,13,
6.12239e+08,,Surface,2,Image 1,1,14,
