
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
43,,Surface,2,Image 1,1,0,
16,,Surface,2,Image 1,1,1,
7,,Surface,2,Image 1,1,2,
22,,Surface,2,Image 1,1,3,
0,,Surface,2,Image 1,1,4,
9,,Surface,2,Image 1,1,5,
34,,Surface,2,Image 1,1,6,
29,,Surface,2,Image 1,1,7,
12,,Surface,2,Image 1,1,8,
12,,Surface,2,Image 1,1,9,
1,,Surface,2,Image 1,1,10,
13,,Surface,2,Image 1,1,11,
28,,Surface,2,Image 1,1,12,
0,,Surface,2,Image 1,1,13,
2,,Surface,2,Image 1,1,14,
