
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
223,,Surface,3,Image 1,1,0,
160,,Surface,3,Image 1,1,1,
143,,Surface,3,Image 1,1,2,
97,,Surface,3,Image 1,1,3,
41,,Surface,3,Image 1,1,4,
88,,Surface,3,Image 1,1,5,
106,,Surface,3,Image 1,1,6,
129,,Surface,3,Image 1,1,7,
103,,Surface,3,Image 1,1,8,
102,,Surface,3,Image 1,1,9,
121,,Surface,3,Image 1,1,10,
84,,Surface,3,Image 1,1,11,
145,,Surface,3,Image 1,1,12,
107,,Surface,3,Image 1,1,13,
29,,Surface,3,Image 1,1,14,
