
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
436.974,um,Surface,Distance from Origin,1,0,
385.124,um,Surface,Distance from Origin,1,1,
349.079,um,Surface,Distance from Origin,1,2,
371.205,um,Surface,Distance from Origin,1,3,
344.363,um,Surface,Distance from Origin,1,4,
334.475,um,Surface,Distance from Origin,1,5,
291.126,um,Surface,Distance from Origin,1,6,
349.499,um,Surface,Distance from Origin,1,7,
282.44,um,Surface,Distance from Origin,1,8,
228.971,um,Surface,Distance from Origin,1,9,
278.413,um,Surface,Distance from Origin,1,10,
194.784,um,Surface,Distance from Origin,1,11,
112.385,um,Surface,Distance from Origin,1,12,
32.4291,um,Surface,Distance from Origin,1,13,
82.4468,um,Surface,Distance from Origin,1,14,
