
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
431.649,um,Surface,Distance from Origin,1,0,
385.513,um,Surface,Distance from Origin,1,1,
382.845,um,Surface,Distance from Origin,1,2,
377.581,um,Surface,Distance from Origin,1,3,
312.944,um,Surface,Distance from Origin,1,4,
331.146,um,Surface,Distance from Origin,1,5,
300.61,um,Surface,Distance from Origin,1,6,
295.934,um,Surface,Distance from Origin,1,7,
314.119,um,Surface,Distance from Origin,1,8,
180.805,um,Surface,Distance from Origin,1,9,
