
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
368.054,um,Surface,Distance from Origin,1,0,
370.795,um,Surface,Distance from Origin,1,1,
361.496,um,Surface,Distance from Origin,1,2,
302.544,um,Surface,Distance from Origin,1,3,
329.672,um,Surface,Distance from Origin,1,4,
291.359,um,Surface,Distance from Origin,1,5,
258.532,um,Surface,Distance from Origin,1,6,
204.885,um,Surface,Distance from Origin,1,7,
161.913,um,Surface,Distance from Origin,1,8,
72.2844,um,Surface,Distance from Origin,1,9,
