
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
236.487,280.156,32.4012,um,Surface,Position,1,0,
349.867,117.126,36.9224,um,Surface,Position,1,1,
322.574,158.522,38.6798,um,Surface,Position,1,2,
233.216,189.401,35.6413,um,Surface,Position,1,3,
316.714,85.931,31.4907,um,Surface,Position,1,4,
78.2064,276.881,45.9446,um,Surface,Position,1,5,
254.992,10.8181,41.243,um,Surface,Position,1,6,
158.938,124.823,33.7037,um,Surface,Position,1,7,
60.5433,145.347,37.7438,um,Surface,Position,1,8,
53.5333,35.4875,33.1641,um,Surface,Position,1,9,
