
Intensity Sum Ch=5 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
2.90926e+07,,Surface,5,Image 1,1,0,
1.6939e+07,,Surface,5,Image 1,1,1,
1.20002e+08,,Surface,5,Image 1,1,2,
1.93378e+09,,Surface,5,Image 1,1,3,
4.73551e+08,,Surface,5,Image 1,1,4,
7.03512e+07,,Surface,5,Image 1,1,5,
2.46144e+08,,Surface,5,Image 1,1,6,
4.75158e+08,,Surface,5,Image 1,1,7,
1.53483e+09,,Surface,5,Image 1,1,8,
2.95499e+09,,Surface,5,Image 1,1,9,
1.91012e+08,,Surface,5,Image 1,1,10,
1.00979e+09,,Surface,5,Image 1,1,11,
2.25122e+08,,Surface,5,Image 1,1,12,
