
Intensity Sum Ch=8 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
0,,Surface,8,Image 1,1,0,
0,,Surface,8,Image 1,1,1,
308363,,Surface,8,Image 1,1,2,
3.42309e+07,,Surface,8,Image 1,1,3,
2.48803e+06,,Surface,8,Image 1,1,4,
540143,,Surface,8,Image 1,1,5,
9.27032e+06,,Surface,8,Image 1,1,6,
2.94124e+06,,Surface,8,Image 1,1,7,
3.09321e+07,,Surface,8,Image 1,1,8,
9.18412e+07,,Surface,8,Image 1,1,9,
1.23206e+06,,Surface,8,Image 1,1,10,
0,,Surface,8,Image 1,1,11,
0,,Surface,8,Image 1,1,12,
