
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
425.217,um,Surface,Distance from Origin,1,0,
368.999,um,Surface,Distance from Origin,1,1,
374.808,um,Surface,Distance from Origin,1,2,
420.981,um,Surface,Distance from Origin,1,3,
398.869,um,Surface,Distance from Origin,1,4,
334.626,um,Surface,Distance from Origin,1,5,
331.16,um,Surface,Distance from Origin,1,6,
343.907,um,Surface,Distance from Origin,1,7,
263.08,um,Surface,Distance from Origin,1,8,
275.112,um,Surface,Distance from Origin,1,9,
205.068,um,Surface,Distance from Origin,1,10,
152.952,um,Surface,Distance from Origin,1,11,
147.194,um,Surface,Distance from Origin,1,12,
