
Sphericity
 ==================== 
Sphericity,Unit,Category,Time,ID,
0.464054,,Surface,1,0,
0.394413,,Surface,1,1,
0.342176,,Surface,1,2,
0.41824,,Surface,1,3,
0.434241,,Surface,1,4,
0.493696,,Surface,1,5,
0.35451,,Surface,1,6,
0.553015,,Surface,1,7,
0.324955,,Surface,1,8,
0.512599,,Surface,1,9,
0.356578,,Surface,1,10,
0.538481,,Surface,1,11,
0.371355,,Surface,1,12,
0.376841,,Surface,1,13,
0.426797,,Surface,1,14,
0.361286,,Surface,1,15,
0.321972,,Surface,1,16,
0.504443,,Surface,1,17,
0.505049,,Surface,1,18,
0.277007,,Surface,1,19,
0.368561,,Surface,1,20,
