
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,ID,
0.663421,,Surface,1,0,
0.555558,,Surface,1,1,
0.70245,,Surface,1,2,
0.572457,,Surface,1,3,
0.850198,,Surface,1,4,
0.619675,,Surface,1,5,
0.616726,,Surface,1,6,
0.566822,,Surface,1,7,
0.683637,,Surface,1,8,
0.490892,,Surface,1,9,
0.871799,,Surface,1,10,
0.427138,,Surface,1,11,
0.709351,,Surface,1,12,
0.783977,,Surface,1,13,
0.205521,,Surface,1,14,
0.421977,,Surface,1,15,
0.7139,,Surface,1,16,
0.500063,,Surface,1,17,
0.466349,,Surface,1,18,
0.811859,,Surface,1,19,
0.669808,,Surface,1,20,
