
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
3.10495,um,Surface,Image 1,1,0,
0,um,Surface,Image 1,1,1,
0,um,Surface,Image 1,1,2,
47.0564,um,Surface,Image 1,1,3,
26.4729,um,Surface,Image 1,1,4,
0,um,Surface,Image 1,1,5,
93.1803,um,Surface,Image 1,1,6,
123.073,um,Surface,Image 1,1,7,
93.7723,um,Surface,Image 1,1,8,
117.874,um,Surface,Image 1,1,9,
46.3979,um,Surface,Image 1,1,10,
20.873,um,Surface,Image 1,1,11,
11.9117,um,Surface,Image 1,1,12,
133.379,um,Surface,Image 1,1,13,
91.6836,um,Surface,Image 1,1,14,
0,um,Surface,Image 1,1,15,
22.782,um,Surface,Image 1,1,16,
21.7746,um,Surface,Image 1,1,17,
84.6792,um,Surface,Image 1,1,18,
16.3717,um,Surface,Image 1,1,19,
0,um,Surface,Image 1,1,20,
