
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
338.883,273.294,19.2971,um,Surface,Position,1,0,
290.352,345.53,16.0854,um,Surface,Position,1,1,
330.122,316.123,17.1622,um,Surface,Position,1,2,
227.251,289.234,16.5045,um,Surface,Position,1,3,
313.702,177.944,15.2226,um,Surface,Position,1,4,
105.98,346.277,22.9109,um,Surface,Position,1,5,
245.527,161.889,16.6708,um,Surface,Position,1,6,
147.653,216.412,17.1187,um,Surface,Position,1,7,
218.471,208.251,19.8544,um,Surface,Position,1,8,
218.238,138.762,17.1856,um,Surface,Position,1,9,
287.735,72.7637,15.5874,um,Surface,Position,1,10,
32.4394,306.169,18.8854,um,Surface,Position,1,11,
284.057,28.7435,15.99,um,Surface,Position,1,12,
163.106,163.417,16.6354,um,Surface,Position,1,13,
102.214,172.239,16.523,um,Surface,Position,1,14,
20.7459,251.983,19.1661,um,Surface,Position,1,15,
55.1508,224.736,21.581,um,Surface,Position,1,16,
189.216,36.1032,19.8973,um,Surface,Position,1,17,
97.972,130.742,23.0086,um,Surface,Position,1,18,
145.935,54.9553,17.3665,um,Surface,Position,1,19,
88.3874,11.0002,16.085,um,Surface,Position,1,20,
