
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
435.779,um,Surface,Distance from Origin,1,0,
451.613,um,Surface,Distance from Origin,1,1,
457.394,um,Surface,Distance from Origin,1,2,
368.201,um,Surface,Distance from Origin,1,3,
360.978,um,Surface,Distance from Origin,1,4,
362.856,um,Surface,Distance from Origin,1,5,
294.566,um,Surface,Distance from Origin,1,6,
262.542,um,Surface,Distance from Origin,1,7,
302.476,um,Surface,Distance from Origin,1,8,
259.188,um,Surface,Distance from Origin,1,9,
297.202,um,Surface,Distance from Origin,1,10,
308.461,um,Surface,Distance from Origin,1,11,
285.955,um,Surface,Distance from Origin,1,12,
231.485,um,Surface,Distance from Origin,1,13,
200.966,um,Surface,Distance from Origin,1,14,
253.561,um,Surface,Distance from Origin,1,15,
232.408,um,Surface,Distance from Origin,1,16,
193.654,um,Surface,Distance from Origin,1,17,
164.989,um,Surface,Distance from Origin,1,18,
156.904,um,Surface,Distance from Origin,1,19,
90.51,um,Surface,Distance from Origin,1,20,
