
Volume
 ==================== 
Volume,Unit,Category,Time,ID,
1416.44,um^3,Surface,1,0,
2676.11,um^3,Surface,1,1,
18310.6,um^3,Surface,1,2,
1626.88,um^3,Surface,1,3,
1303.63,um^3,Surface,1,4,
1988.33,um^3,Surface,1,5,
2459.97,um^3,Surface,1,6,
1238.1,um^3,Surface,1,7,
35628.5,um^3,Surface,1,8,
3385.43,um^3,Surface,1,9,
4260.82,um^3,Surface,1,10,
2427.71,um^3,Surface,1,11,
2190.03,um^3,Surface,1,12,
8071.41,um^3,Surface,1,13,
1306.88,um^3,Surface,1,14,
5030.02,um^3,Surface,1,15,
16910,um^3,Surface,1,16,
1164.5,um^3,Surface,1,17,
3312.09,um^3,Surface,1,18,
17345.5,um^3,Surface,1,19,
3592.45,um^3,Surface,1,20,
