
Intensity StdDev Ch=4 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
10446.7,,Surface,4,Image 1,1,0,
15227.6,,Surface,4,Image 1,1,1,
16754.8,,Surface,4,Image 1,1,2,
3448.3,,Surface,4,Image 1,1,3,
10962.1,,Surface,4,Image 1,1,4,
10775.6,,Surface,4,Image 1,1,5,
8230.04,,Surface,4,Image 1,1,6,
4387.01,,Surface,4,Image 1,1,7,
14580.7,,Surface,4,Image 1,1,8,
12098.2,,Surface,4,Image 1,1,9,
13833.1,,Surface,4,Image 1,1,10,
14656.8,,Surface,4,Image 1,1,11,
12688.5,,Surface,4,Image 1,1,12,
13296.1,,Surface,4,Image 1,1,13,
3588.24,,Surface,4,Image 1,1,14,
12412.3,,Surface,4,Image 1,1,15,
13046.2,,Surface,4,Image 1,1,16,
6305.91,,Surface,4,Image 1,1,17,
12063,,Surface,4,Image 1,1,18,
15242.5,,Surface,4,Image 1,1,19,
11094.4,,Surface,4,Image 1,1,20,
