
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
3238,,Surface,4,Image 1,1,0,
2616,,Surface,4,Image 1,1,1,
2992,,Surface,4,Image 1,1,2,
2932,,Surface,4,Image 1,1,3,
2604,,Surface,4,Image 1,1,4,
3255,,Surface,4,Image 1,1,5,
2843,,Surface,4,Image 1,1,6,
3188,,Surface,4,Image 1,1,7,
2546,,Surface,4,Image 1,1,8,
2520,,Surface,4,Image 1,1,9,
2595,,Surface,4,Image 1,1,10,
2153,,Surface,4,Image 1,1,11,
3213,,Surface,4,Image 1,1,12,
2870,,Surface,4,Image 1,1,13,
3364,,Surface,4,Image 1,1,14,
2663,,Surface,4,Image 1,1,15,
2900,,Surface,4,Image 1,1,16,
3545,,Surface,4,Image 1,1,17,
3254,,Surface,4,Image 1,1,18,
3018,,Surface,4,Image 1,1,19,
2638,,Surface,4,Image 1,1,20,
