
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
29,,Surface,2,Image 1,1,0,
155,,Surface,2,Image 1,1,1,
89,,Surface,2,Image 1,1,2,
55,,Surface,2,Image 1,1,3,
93,,Surface,2,Image 1,1,4,
22,,Surface,2,Image 1,1,5,
41,,Surface,2,Image 1,1,6,
19,,Surface,2,Image 1,1,7,
47,,Surface,2,Image 1,1,8,
103,,Surface,2,Image 1,1,9,
100,,Surface,2,Image 1,1,10,
30,,Surface,2,Image 1,1,11,
37,,Surface,2,Image 1,1,12,
5,,Surface,2,Image 1,1,13,
85,,Surface,2,Image 1,1,14,
