
Intensity StdDev Ch=6 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
700.033,,Surface,6,Image 1,1,0,
891.824,,Surface,6,Image 1,1,1,
607.848,,Surface,6,Image 1,1,2,
847.528,,Surface,6,Image 1,1,3,
717.395,,Surface,6,Image 1,1,4,
935.777,,Surface,6,Image 1,1,5,
785.704,,Surface,6,Image 1,1,6,
688.829,,Surface,6,Image 1,1,7,
646.721,,Surface,6,Image 1,1,8,
743.617,,Surface,6,Image 1,1,9,
740.115,,Surface,6,Image 1,1,10,
917.759,,Surface,6,Image 1,1,11,
910.217,,Surface,6,Image 1,1,12,
921.076,,Surface,6,Image 1,1,13,
625.17,,Surface,6,Image 1,1,14,
