
Intensity Mean Ch=1 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
2507.38,,Surface,1,Image 1,1,0,
2881.38,,Surface,1,Image 1,1,1,
2440.2,,Surface,1,Image 1,1,2,
2898.13,,Surface,1,Image 1,1,3,
2700.84,,Surface,1,Image 1,1,4,
3530.86,,Surface,1,Image 1,1,5,
2841.4,,Surface,1,Image 1,1,6,
2131.24,,Surface,1,Image 1,1,7,
1922.78,,Surface,1,Image 1,1,8,
2579.58,,Surface,1,Image 1,1,9,
2498.93,,Surface,1,Image 1,1,10,
3158.1,,Surface,1,Image 1,1,11,
2262.24,,Surface,1,Image 1,1,12,
3472.35,,Surface,1,Image 1,1,13,
2508.39,,Surface,1,Image 1,1,14,
