
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
144,,Surface,3,Image 1,1,0,
339,,Surface,3,Image 1,1,1,
330,,Surface,3,Image 1,1,2,
274,,Surface,3,Image 1,1,3,
414,,Surface,3,Image 1,1,4,
260,,Surface,3,Image 1,1,5,
234,,Surface,3,Image 1,1,6,
287,,Surface,3,Image 1,1,7,
229,,Surface,3,Image 1,1,8,
243,,Surface,3,Image 1,1,9,
568,,Surface,3,Image 1,1,10,
157,,Surface,3,Image 1,1,11,
155,,Surface,3,Image 1,1,12,
281,,Surface,3,Image 1,1,13,
381,,Surface,3,Image 1,1,14,
