
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
1560,,Surface,4,Image 1,1,0,
2197,,Surface,4,Image 1,1,1,
2343,,Surface,4,Image 1,1,2,
1775,,Surface,4,Image 1,1,3,
863,,Surface,4,Image 1,1,4,
1671,,Surface,4,Image 1,1,5,
1556,,Surface,4,Image 1,1,6,
1500,,Surface,4,Image 1,1,7,
1385,,Surface,4,Image 1,1,8,
2232,,Surface,4,Image 1,1,9,
1995,,Surface,4,Image 1,1,10,
1759,,Surface,4,Image 1,1,11,
1639,,Surface,4,Image 1,1,12,
1965,,Surface,4,Image 1,1,13,
2396,,Surface,4,Image 1,1,14,
