
Intensity StdDev Ch=3 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
3149.71,,Surface,3,Image 1,1,0,
2150.41,,Surface,3,Image 1,1,1,
1259.66,,Surface,3,Image 1,1,2,
2581.2,,Surface,3,Image 1,1,3,
3856.8,,Surface,3,Image 1,1,4,
2208.78,,Surface,3,Image 1,1,5,
2221.39,,Surface,3,Image 1,1,6,
1884,,Surface,3,Image 1,1,7,
1752.33,,Surface,3,Image 1,1,8,
2039.03,,Surface,3,Image 1,1,9,
3119.32,,Surface,3,Image 1,1,10,
2491.48,,Surface,3,Image 1,1,11,
2552.38,,Surface,3,Image 1,1,12,
2996.87,,Surface,3,Image 1,1,13,
1441.69,,Surface,3,Image 1,1,14,
