
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
295.266,313.034,18.3305,um,Surface,Position,1,0,
305.34,262.766,10.4585,um,Surface,Position,1,1,
281.884,285.138,17.1202,um,Surface,Position,1,2,
229.074,330.387,13.8476,um,Surface,Position,1,3,
261.535,159.673,19.8977,um,Surface,Position,1,4,
174.09,262.066,15.3441,um,Surface,Position,1,5,
197.778,170.307,15.6467,um,Surface,Position,1,6,
185.288,115.129,17.918,um,Surface,Position,1,7,
280.243,16.861,17.152,um,Surface,Position,1,8,
149.441,86.9719,14.1645,um,Surface,Position,1,9,
100.501,75.2762,15.5885,um,Surface,Position,1,10,
80.9076,230.979,15.7037,um,Surface,Position,1,11,
36.7748,31.5504,13.5344,um,Surface,Position,1,12,
8.35766,106.98,14.3559,um,Surface,Position,1,13,
80.0803,24.093,14.83,um,Surface,Position,1,14,
