
Intensity StdDev Ch=1 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
7548.62,,Surface,1,Image 1,1,0,
7721.36,,Surface,1,Image 1,1,1,
7297.01,,Surface,1,Image 1,1,2,
6014.22,,Surface,1,Image 1,1,3,
8394.91,,Surface,1,Image 1,1,4,
6254.54,,Surface,1,Image 1,1,5,
7493.25,,Surface,1,Image 1,1,6,
4649.49,,Surface,1,Image 1,1,7,
6727.89,,Surface,1,Image 1,1,8,
4972.98,,Surface,1,Image 1,1,9,
6855.16,,Surface,1,Image 1,1,10,
5134.86,,Surface,1,Image 1,1,11,
3949.23,,Surface,1,Image 1,1,12,
5392.41,,Surface,1,Image 1,1,13,
5622.5,,Surface,1,Image 1,1,14,
4624.52,,Surface,1,Image 1,1,15,
3607.17,,Surface,1,Image 1,1,16,
8703.55,,Surface,1,Image 1,1,17,
6448.22,,Surface,1,Image 1,1,18,
7438.93,,Surface,1,Image 1,1,19,
8341.26,,Surface,1,Image 1,1,20,
5623.86,,Surface,1,Image 1,1,21,
