
Intensity Mean Ch=6 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
738.267,,Surface,6,Image 1,1,0,
561.652,,Surface,6,Image 1,1,1,
1304.92,,Surface,6,Image 1,1,2,
464.361,,Surface,6,Image 1,1,3,
471.141,,Surface,6,Image 1,1,4,
517.236,,Surface,6,Image 1,1,5,
827.914,,Surface,6,Image 1,1,6,
162.113,,Surface,6,Image 1,1,7,
690.182,,Surface,6,Image 1,1,8,
789.803,,Surface,6,Image 1,1,9,
712.229,,Surface,6,Image 1,1,10,
596.187,,Surface,6,Image 1,1,11,
1282.51,,Surface,6,Image 1,1,12,
412.676,,Surface,6,Image 1,1,13,
779.535,,Surface,6,Image 1,1,14,
592.601,,Surface,6,Image 1,1,15,
968.406,,Surface,6,Image 1,1,16,
1052.81,,Surface,6,Image 1,1,17,
875.75,,Surface,6,Image 1,1,18,
762.399,,Surface,6,Image 1,1,19,
825.212,,Surface,6,Image 1,1,20,
583.003,,Surface,6,Image 1,1,21,
