
Intensity StdDev Ch=5 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
6426.23,,Surface,5,Image 1,1,0,
6853.16,,Surface,5,Image 1,1,1,
6805.34,,Surface,5,Image 1,1,2,
5335.79,,Surface,5,Image 1,1,3,
6381.66,,Surface,5,Image 1,1,4,
4435.42,,Surface,5,Image 1,1,5,
7415.99,,Surface,5,Image 1,1,6,
3008.4,,Surface,5,Image 1,1,7,
5257.74,,Surface,5,Image 1,1,8,
4686.33,,Surface,5,Image 1,1,9,
5537.53,,Surface,5,Image 1,1,10,
4460.73,,Surface,5,Image 1,1,11,
4143.86,,Surface,5,Image 1,1,12,
3823.88,,Surface,5,Image 1,1,13,
5276.07,,Surface,5,Image 1,1,14,
4053.61,,Surface,5,Image 1,1,15,
2757.08,,Surface,5,Image 1,1,16,
8475.29,,Surface,5,Image 1,1,17,
5002.98,,Surface,5,Image 1,1,18,
6937.92,,Surface,5,Image 1,1,19,
8155.91,,Surface,5,Image 1,1,20,
5624.08,,Surface,5,Image 1,1,21,
