
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
466.938,um,Surface,Distance from Origin,1,0,
433.509,um,Surface,Distance from Origin,1,1,
415.958,um,Surface,Distance from Origin,1,2,
389.064,um,Surface,Distance from Origin,1,3,
383.022,um,Surface,Distance from Origin,1,4,
363.97,um,Surface,Distance from Origin,1,5,
342.81,um,Surface,Distance from Origin,1,6,
313.35,um,Surface,Distance from Origin,1,7,
351.057,um,Surface,Distance from Origin,1,8,
333.411,um,Surface,Distance from Origin,1,9,
353.983,um,Surface,Distance from Origin,1,10,
303.155,um,Surface,Distance from Origin,1,11,
284.357,um,Surface,Distance from Origin,1,12,
279.799,um,Surface,Distance from Origin,1,13,
290.579,um,Surface,Distance from Origin,1,14,
270.135,um,Surface,Distance from Origin,1,15,
282.514,um,Surface,Distance from Origin,1,16,
186.17,um,Surface,Distance from Origin,1,17,
222.585,um,Surface,Distance from Origin,1,18,
178.126,um,Surface,Distance from Origin,1,19,
123.592,um,Surface,Distance from Origin,1,20,
58.5143,um,Surface,Distance from Origin,1,21,
