
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
320.759,338.673,21.1069,um,Surface,Position,1,0,
269.532,338.851,21.4976,um,Surface,Position,1,1,
326.766,256.226,24.3524,um,Surface,Position,1,2,
226.885,314.972,26.1997,um,Surface,Position,1,3,
347.794,158.883,22.3998,um,Surface,Position,1,4,
259.753,253.862,23.6032,um,Surface,Position,1,5,
222.102,260.411,19.3749,um,Surface,Position,1,6,
237.447,202.679,26.9833,um,Surface,Position,1,7,
293.712,190.86,23.384,um,Surface,Position,1,8,
124.764,308.065,26.3218,um,Surface,Position,1,9,
338.837,100.334,20.6584,um,Surface,Position,1,10,
271.674,133.004,20.154,um,Surface,Position,1,11,
150.367,240.643,18.4301,um,Surface,Position,1,12,
206.75,187.461,19.9951,um,Surface,Position,1,13,
83.36,277.65,19.9468,um,Surface,Position,1,14,
266.616,34.9595,25.8208,um,Surface,Position,1,15,
36.5479,278.87,26.6418,um,Surface,Position,1,16,
118.448,141.849,22.5486,um,Surface,Position,1,17,
202.15,90.88,20.5032,um,Surface,Position,1,18,
60.8197,166.112,20.8962,um,Surface,Position,1,19,
102.059,66.0519,22.2739,um,Surface,Position,1,20,
19.6943,51.0373,20.7665,um,Surface,Position,1,21,
