
Area
 ==================== 
Area,Unit,Category,Time,ID,
6202.97,um^2,Surface,1,0,
2192.49,um^2,Surface,1,1,
1009.32,um^2,Surface,1,2,
5283.04,um^2,Surface,1,3,
2199.92,um^2,Surface,1,4,
11411.8,um^2,Surface,1,5,
1622.69,um^2,Surface,1,6,
1317.91,um^2,Surface,1,7,
12874.2,um^2,Surface,1,8,
1482.28,um^2,Surface,1,9,
8394.53,um^2,Surface,1,10,
3116.18,um^2,Surface,1,11,
1617.53,um^2,Surface,1,12,
1883.93,um^2,Surface,1,13,
2189.13,um^2,Surface,1,14,
1092.47,um^2,Surface,1,15,
4272.66,um^2,Surface,1,16,
3099.48,um^2,Surface,1,17,
19459.3,um^2,Surface,1,18,
8626.07,um^2,Surface,1,19,
1351.51,um^2,Surface,1,20,
3767.61,um^2,Surface,1,21,
