
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,ID,
0.707402,,Surface,1,0,
0.703099,,Surface,1,1,
0.68476,,Surface,1,2,
0.689153,,Surface,1,3,
0.309174,,Surface,1,4,
0.714496,,Surface,1,5,
0.328658,,Surface,1,6,
0.511364,,Surface,1,7,
0.757656,,Surface,1,8,
0.563066,,Surface,1,9,
0.572437,,Surface,1,10,
0.801911,,Surface,1,11,
0.309174,,Surface,1,12,
0.230865,,Surface,1,13,
0.643162,,Surface,1,14,
0.641058,,Surface,1,15,
0.743331,,Surface,1,16,
0.67328,,Surface,1,17,
0.359682,,Surface,1,18,
0.647455,,Surface,1,19,
0.24167,,Surface,1,20,
0.777667,,Surface,1,21,
