
Intensity Mean Ch=1 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
4307.73,,Surface,1,Image 1,1,0,
4437.65,,Surface,1,Image 1,1,1,
6337.22,,Surface,1,Image 1,1,2,
3629.97,,Surface,1,Image 1,1,3,
5635.85,,Surface,1,Image 1,1,4,
3918.86,,Surface,1,Image 1,1,5,
4991.57,,Surface,1,Image 1,1,6,
3175.37,,Surface,1,Image 1,1,7,
4247.44,,Surface,1,Image 1,1,8,
3051.98,,Surface,1,Image 1,1,9,
4435.16,,Surface,1,Image 1,1,10,
3285.13,,Surface,1,Image 1,1,11,
2571.66,,Surface,1,Image 1,1,12,
5807.67,,Surface,1,Image 1,1,13,
3819.98,,Surface,1,Image 1,1,14,
2468.11,,Surface,1,Image 1,1,15,
2202.91,,Surface,1,Image 1,1,16,
5909.11,,Surface,1,Image 1,1,17,
4493.28,,Surface,1,Image 1,1,18,
4397.63,,Surface,1,Image 1,1,19,
5220.08,,Surface,1,Image 1,1,20,
3689.74,,Surface,1,Image 1,1,21,
