
Volume
 ==================== 
Volume,Unit,Category,Time,ID,
12242.5,um^3,Surface,1,0,
2013.02,um^3,Surface,1,1,
1061.07,um^3,Surface,1,2,
5128.62,um^3,Surface,1,3,
2915.27,um^3,Surface,1,4,
22642.6,um^3,Surface,1,5,
1514.78,um^3,Surface,1,6,
1027.28,um^3,Surface,1,7,
23913.8,um^3,Surface,1,8,
1890.95,um^3,Surface,1,9,
12302.6,um^3,Surface,1,10,
5825.06,um^3,Surface,1,11,
1459,um^3,Surface,1,12,
1702.07,um^3,Surface,1,13,
2220.02,um^3,Surface,1,14,
1287,um^3,Surface,1,15,
7370.71,um^3,Surface,1,16,
3721.54,um^3,Surface,1,17,
31169.3,um^3,Surface,1,18,
11755.8,um^3,Surface,1,19,
1458.01,um^3,Surface,1,20,
3368.41,um^3,Surface,1,21,
