
Intensity StdDev Ch=3 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
6128.72,,Surface,3,Image 1,1,0,
3749.22,,Surface,3,Image 1,1,1,
4318.6,,Surface,3,Image 1,1,2,
3847.07,,Surface,3,Image 1,1,3,
2837.81,,Surface,3,Image 1,1,4,
4627.1,,Surface,3,Image 1,1,5,
6947.32,,Surface,3,Image 1,1,6,
1737.81,,Surface,3,Image 1,1,7,
4918.48,,Surface,3,Image 1,1,8,
6871.55,,Surface,3,Image 1,1,9,
5935.32,,Surface,3,Image 1,1,10,
5037.16,,Surface,3,Image 1,1,11,
5312.25,,Surface,3,Image 1,1,12,
2282.19,,Surface,3,Image 1,1,13,
9211.71,,Surface,3,Image 1,1,14,
7016.2,,Surface,3,Image 1,1,15,
5953.89,,Surface,3,Image 1,1,16,
4822.48,,Surface,3,Image 1,1,17,
4680.74,,Surface,3,Image 1,1,18,
8141.73,,Surface,3,Image 1,1,19,
4666.68,,Surface,3,Image 1,1,20,
4677.97,,Surface,3,Image 1,1,21,
