
Intensity StdDev Ch=8 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
39.8537,,Surface,8,Image 1,1,0,
0,,Surface,8,Image 1,1,1,
794.928,,Surface,8,Image 1,1,2,
372.061,,Surface,8,Image 1,1,3,
1256.16,,Surface,8,Image 1,1,4,
1399.68,,Surface,8,Image 1,1,5,
3202.94,,Surface,8,Image 1,1,6,
0,,Surface,8,Image 1,1,7,
1285.62,,Surface,8,Image 1,1,8,
0,,Surface,8,Image 1,1,9,
3077.22,,Surface,8,Image 1,1,10,
0,,Surface,8,Image 1,1,11,
2536.57,,Surface,8,Image 1,1,12,
499.449,,Surface,8,Image 1,1,13,
180.467,,Surface,8,Image 1,1,14,
0,,Surface,8,Image 1,1,15,
5229.8,,Surface,8,Image 1,1,16,
579.296,,Surface,8,Image 1,1,17,
2375.1,,Surface,8,Image 1,1,18,
84.5323,,Surface,8,Image 1,1,19,
0,,Surface,8,Image 1,1,20,
0,,Surface,8,Image 1,1,21,
