
Sphericity
 ==================== 
Sphericity,Unit,Category,Time,ID,
0.414125,,Surface,1,0,
0.35165,,Surface,1,1,
0.498446,,Surface,1,2,
0.272228,,Surface,1,3,
0.448605,,Surface,1,4,
0.339169,,Surface,1,5,
0.39308,,Surface,1,6,
0.373586,,Surface,1,7,
0.31179,,Surface,1,8,
0.498894,,Surface,1,9,
0.30701,,Surface,1,10,
0.502415,,Surface,1,11,
0.384594,,Surface,1,12,
0.365936,,Surface,1,13,
0.375938,,Surface,1,14,
0.523753,,Surface,1,15,
0.428672,,Surface,1,16,
0.374694,,Surface,1,17,
0.246137,,Surface,1,18,
0.28985,,Surface,1,19,
0.460086,,Surface,1,20,
0.288426,,Surface,1,21,
