
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
597,,Surface,3,Image 1,1,0,
457,,Surface,3,Image 1,1,1,
351,,Surface,3,Image 1,1,2,
676,,Surface,3,Image 1,1,3,
636,,Surface,3,Image 1,1,4,
490,,Surface,3,Image 1,1,5,
364,,Surface,3,Image 1,1,6,
650,,Surface,3,Image 1,1,7,
221,,Surface,3,Image 1,1,8,
500,,Surface,3,Image 1,1,9,
668,,Surface,3,Image 1,1,10,
175,,Surface,3,Image 1,1,11,
396,,Surface,3,Image 1,1,12,
498,,Surface,3,Image 1,1,13,
579,,Surface,3,Image 1,1,14,
297,,Surface,3,Image 1,1,15,
