
Intensity StdDev Ch=7 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
510.367,,Surface,7,Image 1,1,0,
301.328,,Surface,7,Image 1,1,1,
528.831,,Surface,7,Image 1,1,2,
0,,Surface,7,Image 1,1,3,
200.315,,Surface,7,Image 1,1,4,
0,,Surface,7,Image 1,1,5,
587.23,,Surface,7,Image 1,1,6,
655.321,,Surface,7,Image 1,1,7,
143.168,,Surface,7,Image 1,1,8,
0,,Surface,7,Image 1,1,9,
941.869,,Surface,7,Image 1,1,10,
191.252,,Surface,7,Image 1,1,11,
0,,Surface,7,Image 1,1,12,
654.199,,Surface,7,Image 1,1,13,
0,,Surface,7,Image 1,1,14,
825.043,,Surface,7,Image 1,1,15,
