
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
454.546,um,Surface,Distance from Origin,1,0,
402.44,um,Surface,Distance from Origin,1,1,
375.053,um,Surface,Distance from Origin,1,2,
297.49,um,Surface,Distance from Origin,1,3,
344.052,um,Surface,Distance from Origin,1,4,
298.493,um,Surface,Distance from Origin,1,5,
317.29,um,Surface,Distance from Origin,1,6,
248.611,um,Surface,Distance from Origin,1,7,
317.466,um,Surface,Distance from Origin,1,8,
255.981,um,Surface,Distance from Origin,1,9,
219.726,um,Surface,Distance from Origin,1,10,
202.143,um,Surface,Distance from Origin,1,11,
154.493,um,Surface,Distance from Origin,1,12,
122.978,um,Surface,Distance from Origin,1,13,
137.884,um,Surface,Distance from Origin,1,14,
189.774,um,Surface,Distance from Origin,1,15,
