
Intensity Mean Ch=8 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
0,,Surface,8,Image 1,1,0,
5.17432,,Surface,8,Image 1,1,1,
6.31597,,Surface,8,Image 1,1,2,
0,,Surface,8,Image 1,1,3,
0.0669445,,Surface,8,Image 1,1,4,
0,,Surface,8,Image 1,1,5,
126.003,,Surface,8,Image 1,1,6,
0.90878,,Surface,8,Image 1,1,7,
0,,Surface,8,Image 1,1,8,
0,,Surface,8,Image 1,1,9,
0.453433,,Surface,8,Image 1,1,10,
2.87756,,Surface,8,Image 1,1,11,
0,,Surface,8,Image 1,1,12,
0,,Surface,8,Image 1,1,13,
0,,Surface,8,Image 1,1,14,
195.502,,Surface,8,Image 1,1,15,
