
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
2097,,Surface,4,Image 1,1,0,
2085,,Surface,4,Image 1,1,1,
1294,,Surface,4,Image 1,1,2,
2549,,Surface,4,Image 1,1,3,
2194,,Surface,4,Image 1,1,4,
2470,,Surface,4,Image 1,1,5,
2381,,Surface,4,Image 1,1,6,
2186,,Surface,4,Image 1,1,7,
2214,,Surface,4,Image 1,1,8,
2259,,Surface,4,Image 1,1,9,
2485,,Surface,4,Image 1,1,10,
2168,,Surface,4,Image 1,1,11,
2373,,Surface,4,Image 1,1,12,
2417,,Surface,4,Image 1,1,13,
2758,,Surface,4,Image 1,1,14,
2151,,Surface,4,Image 1,1,15,
