
Intensity Mean Ch=2 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
1917.11,,Surface,2,Image 1,1,0,
1610.38,,Surface,2,Image 1,1,1,
1623.13,,Surface,2,Image 1,1,2,
1594.24,,Surface,2,Image 1,1,3,
1839.04,,Surface,2,Image 1,1,4,
1741.78,,Surface,2,Image 1,1,5,
1759.15,,Surface,2,Image 1,1,6,
1763.98,,Surface,2,Image 1,1,7,
1190.41,,Surface,2,Image 1,1,8,
1890.32,,Surface,2,Image 1,1,9,
2069.99,,Surface,2,Image 1,1,10,
1502.4,,Surface,2,Image 1,1,11,
1586.95,,Surface,2,Image 1,1,12,
1512.08,,Surface,2,Image 1,1,13,
1443.24,,Surface,2,Image 1,1,14,
2022.53,,Surface,2,Image 1,1,15,
