
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
123,,Surface,2,Image 1,1,0,
20,,Surface,2,Image 1,1,1,
14,,Surface,2,Image 1,1,2,
101,,Surface,2,Image 1,1,3,
27,,Surface,2,Image 1,1,4,
85,,Surface,2,Image 1,1,5,
69,,Surface,2,Image 1,1,6,
54,,Surface,2,Image 1,1,7,
10,,Surface,2,Image 1,1,8,
63,,Surface,2,Image 1,1,9,
111,,Surface,2,Image 1,1,10,
10,,Surface,2,Image 1,1,11,
81,,Surface,2,Image 1,1,12,
31,,Surface,2,Image 1,1,13,
80,,Surface,2,Image 1,1,14,
21,,Surface,2,Image 1,1,15,
