
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,ID,
0.376971,,Surface,1,0,
0.626874,,Surface,1,1,
0.433779,,Surface,1,2,
0.524327,,Surface,1,3,
0.680277,,Surface,1,4,
0.467169,,Surface,1,5,
0.651932,,Surface,1,6,
0.7059,,Surface,1,7,
0.657636,,Surface,1,8,
0.322802,,Surface,1,9,
0.916924,,Surface,1,10,
0.799137,,Surface,1,11,
0.1664,,Surface,1,12,
0.629074,,Surface,1,13,
0.313569,,Surface,1,14,
0.668705,,Surface,1,15,
0.730938,,Surface,1,16,
0.481623,,Surface,1,17,
0.650498,,Surface,1,18,
0.48805,,Surface,1,19,
0.68556,,Surface,1,20,
0.767988,,Surface,1,21,
0.377936,,Surface,1,22,
0.322868,,Surface,1,23,
0.679113,,Surface,1,24,
