
Intensity StdDev Ch=5 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
948.371,,Surface,5,Image 1,1,0,
1707.07,,Surface,5,Image 1,1,1,
1982.37,,Surface,5,Image 1,1,2,
2733.22,,Surface,5,Image 1,1,3,
1301.6,,Surface,5,Image 1,1,4,
3378.71,,Surface,5,Image 1,1,5,
2647.3,,Surface,5,Image 1,1,6,
4270.76,,Surface,5,Image 1,1,7,
3234.9,,Surface,5,Image 1,1,8,
889.774,,Surface,5,Image 1,1,9,
3284.01,,Surface,5,Image 1,1,10,
5197.99,,Surface,5,Image 1,1,11,
1841.86,,Surface,5,Image 1,1,12,
4761.98,,Surface,5,Image 1,1,13,
2203.83,,Surface,5,Image 1,1,14,
2349.12,,Surface,5,Image 1,1,15,
1524.61,,Surface,5,Image 1,1,16,
2866.75,,Surface,5,Image 1,1,17,
2887.09,,Surface,5,Image 1,1,18,
150.812,,Surface,5,Image 1,1,19,
2391.39,,Surface,5,Image 1,1,20,
3826.99,,Surface,5,Image 1,1,21,
2665.23,,Surface,5,Image 1,1,22,
3892.9,,Surface,5,Image 1,1,23,
1856.8,,Surface,5,Image 1,1,24,
