
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.32127,,Surface,1,0,
0.0590575,,Surface,1,1,
0.434395,,Surface,1,2,
0.189197,,Surface,1,3,
0.207435,,Surface,1,4,
0.321288,,Surface,1,5,
0.0280349,,Surface,1,6,
0.188828,,Surface,1,7,
0.189367,,Surface,1,8,
0.522919,,Surface,1,9,
0.0384736,,Surface,1,10,
0.04785,,Surface,1,11,
0.638111,,Surface,1,12,
0.0320921,,Surface,1,13,
0.317854,,Surface,1,14,
0.214736,,Surface,1,15,
0.155056,,Surface,1,16,
0.338421,,Surface,1,17,
0.215406,,Surface,1,18,
0.343147,,Surface,1,19,
0.191557,,Surface,1,20,
0.118416,,Surface,1,21,
0.505879,,Surface,1,22,
0.532628,,Surface,1,23,
0.208316,,Surface,1,24,
