
Intensity Sum Ch=6 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
3.81943e+07,,Surface,6,Image 1,1,0,
1.99692e+08,,Surface,6,Image 1,1,1,
2.91053e+07,,Surface,6,Image 1,1,2,
2.02729e+07,,Surface,6,Image 1,1,3,
1.24065e+08,,Surface,6,Image 1,1,4,
2.77171e+07,,Surface,6,Image 1,1,5,
4.20651e+08,,Surface,6,Image 1,1,6,
8.7991e+07,,Surface,6,Image 1,1,7,
4.1352e+08,,Surface,6,Image 1,1,8,
2.06722e+07,,Surface,6,Image 1,1,9,
6.49897e+07,,Surface,6,Image 1,1,10,
9.57561e+07,,Surface,6,Image 1,1,11,
4.29421e+07,,Surface,6,Image 1,1,12,
6.62878e+07,,Surface,6,Image 1,1,13,
8.35989e+07,,Surface,6,Image 1,1,14,
1.92264e+08,,Surface,6,Image 1,1,15,
6.33786e+07,,Surface,6,Image 1,1,16,
2.25146e+08,,Surface,6,Image 1,1,17,
4.41941e+07,,Surface,6,Image 1,1,18,
1.10171e+06,,Surface,6,Image 1,1,19,
2.68256e+08,,Surface,6,Image 1,1,20,
1.29809e+08,,Surface,6,Image 1,1,21,
1.53499e+08,,Surface,6,Image 1,1,22,
6.88755e+07,,Surface,6,Image 1,1,23,
6.28425e+07,,Surface,6,Image 1,1,24,
