
Intensity StdDev Ch=6 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
901.62,,Surface,6,Image 1,1,0,
716.598,,Surface,6,Image 1,1,1,
732.458,,Surface,6,Image 1,1,2,
740.821,,Surface,6,Image 1,1,3,
728.57,,Surface,6,Image 1,1,4,
983.542,,Surface,6,Image 1,1,5,
1745.54,,Surface,6,Image 1,1,6,
890.801,,Surface,6,Image 1,1,7,
881.398,,Surface,6,Image 1,1,8,
2563.03,,Surface,6,Image 1,1,9,
1053.26,,Surface,6,Image 1,1,10,
1983.58,,Surface,6,Image 1,1,11,
895.663,,Surface,6,Image 1,1,12,
1224.62,,Surface,6,Image 1,1,13,
878.55,,Surface,6,Image 1,1,14,
594.224,,Surface,6,Image 1,1,15,
615.08,,Surface,6,Image 1,1,16,
937.286,,Surface,6,Image 1,1,17,
924.864,,Surface,6,Image 1,1,18,
181.761,,Surface,6,Image 1,1,19,
739.315,,Surface,6,Image 1,1,20,
1605.55,,Surface,6,Image 1,1,21,
1658.58,,Surface,6,Image 1,1,22,
3256.97,,Surface,6,Image 1,1,23,
764.396,,Surface,6,Image 1,1,24,
