
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
0.461609,um,Surface,Image 1,1,0,
0,um,Surface,Image 1,1,1,
38.8729,um,Surface,Image 1,1,2,
0.437256,um,Surface,Image 1,1,3,
98.6861,um,Surface,Image 1,1,4,
35.5001,um,Surface,Image 1,1,5,
9.04013,um,Surface,Image 1,1,6,
110.165,um,Surface,Image 1,1,7,
17.4471,um,Surface,Image 1,1,8,
96.5363,um,Surface,Image 1,1,9,
67.8216,um,Surface,Image 1,1,10,
68.0438,um,Surface,Image 1,1,11,
0,um,Surface,Image 1,1,12,
121.377,um,Surface,Image 1,1,13,
32.8224,um,Surface,Image 1,1,14,
76.8231,um,Surface,Image 1,1,15,
0,um,Surface,Image 1,1,16,
17.4437,um,Surface,Image 1,1,17,
106.247,um,Surface,Image 1,1,18,
57.2646,um,Surface,Image 1,1,19,
24.0595,um,Surface,Image 1,1,20,
17.7921,um,Surface,Image 1,1,21,
0,um,Surface,Image 1,1,22,
0,um,Surface,Image 1,1,23,
7.45899,um,Surface,Image 1,1,24,
